college,rank,cutoff,branch,seat_type,round,year
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",45909,80.7328826,Electronics and Telecommunication Engg,GOPENO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",65142,71.2687819,Electronics and Telecommunication Engg,GSCO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",55804,75.8958975,Electronics and Telecommunication Engg,GNT2O,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",47862,79.7807688,Electronics and Telecommunication Engg,GOBCO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",45191,81.0090469,Electronics and Telecommunication Engg,LOPENO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",79241,62.7898492,Electronics and Telecommunication Engg,DEFOPENS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",39935,83.375844,Electronics and Telecommunication Engg,TFWS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",138303,8.8688138,Electronics and Telecommunication Engg,DEFRNT2S,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",124235,26.2033481,Electronics and Telecommunication Engg,DEFROBCS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",56374,75.3496766,Electronics and Telecommunication Engg,EWS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",131251,18.4453326,Mechanical Engineering,GOPENH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",139715,6.2955526,Mechanical Engineering,GSCH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",132533,16.3662375,Mechanical Engineering,GNT1H,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",130115,19.9324831,Mechanical Engineering,LOPENH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",136640,11.1520155,Mechanical Engineering,GSCH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",121449,29.3464077,Mechanical Engineering,GNT2H,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",118133,32.6609746,Mechanical Engineering,GNT3H,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",133388,15.6886806,Mechanical Engineering,GOBCH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",137982,9.188396,Mechanical Engineering,GOPENO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",140627,4.9855138,Mechanical Engineering,GVJO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",142308,1.9167292,Mechanical Engineering,LOPENO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",36723,84.5158411,Artificial Intelligence and Data Science,GOPENH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",65143,71.2687819,Artificial Intelligence and Data Science,GSCH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",73031,66.6716379,Artificial Intelligence and Data Science,GVJH,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",43605,81.5104589,Artificial Intelligence and Data Science,GNT1H,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",42956,82.1650299,Artificial Intelligence and Data Science,GNT2H,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",28548,88.2793393,Artificial Intelligence and Data Science,GOPENO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",40139,83.348395,Artificial Intelligence and Data Science,GSCO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",43907,81.4853713,Artificial Intelligence and Data Science,GVJO,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",40143,83.348395,Artificial Intelligence and Data Science,GNT1O,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",38309,84.2006246,Artificial Intelligence and Data Science,GNT2O,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",49148,79.2648162,Artificial Intelligence and Data Science,DEFOPENS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",53560,76.8406961,Artificial Intelligence and Data Science,DEFOBCS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",25256,89.7218504,Artificial Intelligence and Data Science,TFWS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",74620,65.9622938,Artificial Intelligence and Data Science,DEFRSCS,I,2024
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",55114,76.2843676,Artificial Intelligence and Data Science,DEFROBCS,I,2024
"International Institute of Information Technology (I?IT), Pune.",12154,95.2286363,Computer Engineering,GOPENH,I,2024
"International Institute of Information Technology (I?IT), Pune.",29262,88.0751247,Computer Engineering,GSCH,I,2024
"International Institute of Information Technology (I?IT), Pune.",93724,53.1660451,Computer Engineering,GSTH,I,2024
"International Institute of Information Technology (I?IT), Pune.",31268,87.0718315,Computer Engineering,GVJH,I,2024
"International Institute of Information Technology (I?IT), Pune.",22280,90.9958615,Computer Engineering,GNT1H,I,2024
"International Institute of Information Technology (I?IT), Pune.",86862,58.1382561,Computer Engineering,LSTH,I,2024
"International Institute of Information Technology (I?IT), Pune.",64746,71.3590844,Computer Engineering,PWDOPENH,I,2024
"International Institute of Information Technology (I?IT), Pune.",10899,95.740678,Computer Engineering,DEFOPENS,I,2024
"International Institute of Information Technology (I?IT), Pune.",29913,87.6993762,Computer Engineering,DEFOBCS,I,2024
"International Institute of Information Technology (I?IT), Pune.",8143,96.8581856,Computer Engineering,TFWS,I,2024
"International Institute of Information Technology (I?IT), Pune.",32894,86.3550668,Computer Engineering,DEFRNT2S,I,2024
"International Institute of Information Technology (I?IT), Pune.",26951,88.9904805,Computer Engineering,DEFROBCS,I,2024
"International Institute of Information Technology (I?IT), Pune.",14424,94.3248312,Information Technology,GOPENH,I,2024
"International Institute of Information Technology (I?IT), Pune.",31350,87.0718315,Information Technology,GSCH,I,2024
"International Institute of Information Technology (I?IT), Pune.",99865,49.0455617,Information Technology,GSTH,I,2024
"International Institute of Information Technology (I?IT), Pune.",38682,83.878077,Information Technology,GVJH,I,2024
"International Institute of Information Technology (I?IT), Pune.",17157,93.1305459,Information Technology,GNT2H,I,2024
"International Institute of Information Technology (I?IT), Pune.",9500,96.2813957,Information Technology,GOPENO,I,2024
"International Institute of Information Technology (I?IT), Pune.",15678,93.7527889,Information Technology,GSCO,I,2024
"International Institute of Information Technology (I?IT), Pune.",67190,69.6924231,Information Technology,GSTO,I,2024
"International Institute of Information Technology (I?IT), Pune.",17840,92.8593873,Information Technology,GNT1O,I,2024
"International Institute of Information Technology (I?IT), Pune.",10108,96.0596725,Information Technology,GOBCO,I,2024
"International Institute of Information Technology (I?IT), Pune.",17410,93.0638884,Information Technology,DEFOPENS,I,2024
"International Institute of Information Technology (I?IT), Pune.",9437,96.3249371,Information Technology,TFWS,I,2024
"International Institute of Information Technology (I?IT), Pune.",50070,78.4161664,Information Technology,DEFRSCS,I,2024
"International Institute of Information Technology (I?IT), Pune.",21613,91.2518343,Information Technology,DEFROBCS,I,2024
"International Institute of Information Technology (I?IT), Pune.",11916,95.3636399,Information Technology,EWS,I,2024
"International Institute of Information Technology (I?IT), Pune.",21873,91.2254517,Electronics and Telecommunication Engg,GOPENH,I,2024
"International Institute of Information Technology (I?IT), Pune.",54282,76.7173434,Electronics and Telecommunication Engg,GSCH,I,2024
"International Institute of Information Technology (I?IT), Pune.",28057,88.5133125,Electronics and Telecommunication Engg,GNT1H,I,2024
"International Institute of Information Technology (I?IT), Pune.",25922,89.4065093,Electronics and Telecommunication Engg,GOBCH,I,2024
"International Institute of Information Technology (I?IT), Pune.",21231,91.3774931,Electronics and Telecommunication Engg,LOPENH,I,2024
"International Institute of Information Technology (I?IT), Pune.",64101,71.6354089,Electronics and Telecommunication Engg,LVJH,I,2024
"International Institute of Information Technology (I?IT), Pune.",35267,85.3534944,Electronics and Telecommunication Engg,DEFOPENS,I,2024
"International Institute of Information Technology (I?IT), Pune.",10722,95.8405342,Electronics and Telecommunication Engg,TFWS,I,2024
"International Institute of Information Technology (I?IT), Pune.",41405,82.4643661,Electronics and Telecommunication Engg,DEFROBCS,I,2024
"International Institute of Information Technology (I?IT), Pune.",18689,92.4862529,Electronics and Telecommunication Engg,EWS,I,2024
"JSPM Narhe Technical Campus, Pune.",140546,5.003542,Civil Engineering,GOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",142911,0.805232,Civil Engineering,LOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",141571,3.2168404,Civil Engineering,GOPENO,I,2024
"JSPM Narhe Technical Campus, Pune.",119657,31.6482893,Civil Engineering,LOPENO,I,2024
"JSPM Narhe Technical Campus, Pune.",140790,4.7604085,Civil Engineering,EWS,I,2024
"JSPM Narhe Technical Campus, Pune.",24929,89.9583318,Computer Engineering,GOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",61103,73.2522683,Computer Engineering,GSCH,I,2024
"JSPM Narhe Technical Campus, Pune.",54766,76.6367377,Computer Engineering,GVJH,I,2024
"JSPM Narhe Technical Campus, Pune.",31569,86.9739855,Computer Engineering,GNT2H,I,2024
"JSPM Narhe Technical Campus, Pune.",26546,89.1792071,Computer Engineering,GNT3H,I,2024
"JSPM Narhe Technical Campus, Pune.",109575,40.6521983,Computer Engineering,GSTH,I,2024
"JSPM Narhe Technical Campus, Pune.",30047,87.6984872,Computer Engineering,DEFOPENS,I,2024
"JSPM Narhe Technical Campus, Pune.",16813,93.2909032,Computer Engineering,TFWS,I,2024
"JSPM Narhe Technical Campus, Pune.",52531,77.4241933,Computer Engineering,DEFROBCS,I,2024
"JSPM Narhe Technical Campus, Pune.",21475,91.2940735,Computer Engineering,EWS,I,2024
"JSPM Narhe Technical Campus, Pune.",31299,87.0718315,Artificial Intelligence (AI) and Data Science,GOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",76389,64.4805659,Artificial Intelligence (AI) and Data Science,GSCH,I,2024
"JSPM Narhe Technical Campus, Pune.",51078,78.3308876,Artificial Intelligence (AI) and Data Science,GNT1H,I,2024
"JSPM Narhe Technical Campus, Pune.",41784,82.3346823,Artificial Intelligence (AI) and Data Science,GNT2H,I,2024
"JSPM Narhe Technical Campus, Pune.",35296,85.3534944,Artificial Intelligence (AI) and Data Science,GOBCH,I,2024
"JSPM Narhe Technical Campus, Pune.",23829,90.2917336,Artificial Intelligence (AI) and Data Science,GOPENO,I,2024
"JSPM Narhe Technical Campus, Pune.",32384,86.6965956,Artificial Intelligence (AI) and Data Science,GSCO,I,2024
"JSPM Narhe Technical Campus, Pune.",25673,89.5231349,Artificial Intelligence (AI) and Data Science,GOBCO,I,2024
"JSPM Narhe Technical Campus, Pune.",20375,91.7514817,Artificial Intelligence (AI) and Data Science,LOPENO,I,2024
"JSPM Narhe Technical Campus, Pune.",103401,45.9664342,Artificial Intelligence (AI) and Data Science,LVJO,I,2024
"JSPM Narhe Technical Campus, Pune.",33023,86.3550668,Artificial Intelligence (AI) and Data Science,DEFOPENS,I,2024
"JSPM Narhe Technical Campus, Pune.",23236,90.5963303,Artificial Intelligence (AI) and Data Science,TFWS,I,2024
"JSPM Narhe Technical Campus, Pune.",90235,55.8997381,Artificial Intelligence (AI) and Data Science,DEFRSCS,I,2024
"JSPM Narhe Technical Campus, Pune.",29500,88.0318823,Artificial Intelligence (AI) and Data Science,EWS,I,2024
"JSPM Narhe Technical Campus, Pune.",53442,76.8406961,Electronics and Telecommunication Engg,GOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",108212,42.5530244,Electronics and Telecommunication Engg,GSCH,I,2024
"JSPM Narhe Technical Campus, Pune.",82367,61.2935921,Electronics and Telecommunication Engg,GNT1H,I,2024
"JSPM Narhe Technical Campus, Pune.",55922,75.867353,Electronics and Telecommunication Engg,GNT2H,I,2024
"JSPM Narhe Technical Campus, Pune.",56555,75.340282,Electronics and Telecommunication Engg,GOBCH,I,2024
"JSPM Narhe Technical Campus, Pune.",58666,74.4658288,Electronics and Telecommunication Engg,GVJH,I,2024
"JSPM Narhe Technical Campus, Pune.",86921,58.1195238,Electronics and Telecommunication Engg,DEFOPENS,I,2024
"JSPM Narhe Technical Campus, Pune.",35046,85.415737,Electronics and Telecommunication Engg,TFWS,I,2024
"JSPM Narhe Technical Campus, Pune.",42977,82.1650299,Electronics and Telecommunication Engg,EWS,I,2024
"JSPM Narhe Technical Campus, Pune.",136123,11.6574699,Mechanical Engineering,GOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",137950,9.188396,Mechanical Engineering,GOBCH,I,2024
"JSPM Narhe Technical Campus, Pune.",120619,30.0860456,Mechanical Engineering,LOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",138631,7.9296955,Mechanical Engineering,GNT2H,I,2024
"JSPM Narhe Technical Campus, Pune.",133234,15.9127414,Mechanical Engineering,GNT3H,I,2024
"JSPM Narhe Technical Campus, Pune.",140819,4.7070842,Mechanical Engineering,GOBCH,I,2024
"JSPM Narhe Technical Campus, Pune.",140609,4.9855138,Mechanical Engineering,LOPENH,I,2024
"JSPM Narhe Technical Campus, Pune.",115643,35.6213901,Mechanical Engineering,GOPENO,I,2024
"JSPM Narhe Technical Campus, Pune.",131952,17.5985227,Mechanical Engineering,GSCO,I,2024
"JSPM Narhe Technical Campus, Pune.",140280,5.2963241,Mechanical Engineering,GOBCO,I,2024
"JSPM Narhe Technical Campus, Pune.",121733,29.2444305,Mechanical Engineering,LOPENO,I,2024
"JSPM Narhe Technical Campus, Pune.",117892,32.8844711,Mechanical Engineering,DEFOPENS,I,2024
"JSPM Narhe Technical Campus, Pune.",115211,36.029881,Mechanical Engineering,EWS,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",142483,1.5920361,Civil Engineering,GOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",125954,24.5412844,Civil Engineering,LOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",137860,9.2629778,Civil Engineering,LNT2H,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",135400,13.224841,Civil Engineering,LOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",95515,52.2466614,Computer Science and Engineering,GOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",129124,20.9352787,Computer Science and Engineering,GSCH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",123527,27.145045,Computer Science and Engineering,GVJH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",134174,14.5915161,Computer Science and Engineering,GNT1H,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",95783,52.2415622,Computer Science and Engineering,GNT2H,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",79568,62.7344336,Computer Science and Engineering,GOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",142400,1.791795,Computer Science and Engineering,GSCO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",83753,59.9249812,Computer Science and Engineering,GNT2O,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",115013,36.029881,Computer Science and Engineering,GOBCO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",85973,58.7124464,Computer Science and Engineering,LOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",118259,32.6609746,Computer Science and Engineering,LSCO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",106529,43.224841,Artificial Intelligence (AI) and Data Science,GOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",129300,20.9244385,Artificial Intelligence (AI) and Data Science,GSCH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",108286,42.4233825,Artificial Intelligence (AI) and Data Science,GNT2H,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",140552,5.003542,Artificial Intelligence (AI) and Data Science,GOBCH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",103235,46.1690466,Artificial Intelligence (AI) and Data Science,LOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",113768,36.6068088,Artificial Intelligence (AI) and Data Science,LNT1H,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",87849,57.7272051,Artificial Intelligence (AI) and Data Science,TFWS,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",96347,51.4762755,Artificial Intelligence (AI) and Data Science,EWS,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",129913,20.1485207,Electrical Engineering,GOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",141555,3.2173588,Electrical Engineering,GOBCH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",136940,11.0960605,Electrical Engineering,LOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",69323,68.9337823,Electrical Engineering,GOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",102955,46.4499379,Electrical Engineering,LOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",139304,7.2570822,Electrical Engineering,LNT2O,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",114632,36.1619626,Electrical Engineering,TFWS,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",121953,28.923802,Electrical Engineering,EWS,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",126420,24.0591998,Electronics and Telecommunication Engg,GOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",131623,17.8500207,Electronics and Telecommunication Engg,GSCH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",134499,13.8442673,Electronics and Telecommunication Engg,GNT2H,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",141211,3.9788785,Electronics and Telecommunication Engg,GOBCH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",120004,30.9520229,Electronics and Telecommunication Engg,LOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",110460,39.9251777,Electronics and Telecommunication Engg,GOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",104097,45.8483896,Electronics and Telecommunication Engg,LOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",94779,52.5567137,Electronics and Telecommunication Engg,TFWS,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",113074,37.7324111,Electronics and Telecommunication Engg,EWS,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",138423,8.2783196,Mechanical Engineering,GOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",134661,13.6087239,Mechanical Engineering,LOPENH,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",140410,5.1178451,Mechanical Engineering,GOPENO,I,2024
"Fabtech Technical Campus College of Engineering and Research, Sangola",126744,23.8907594,Mechanical Engineering,EWS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",140169,5.8837392,Civil Engineering,GOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",141822,2.9154061,Civil Engineering,LOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",99051,49.5548073,Civil Engineering,EWS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",75314,65.3263316,Computer Science and Engineering,GOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",116931,34.1365462,Computer Science and Engineering,GSCH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",93711,53.1660451,Computer Science and Engineering,GVJH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",103054,46.1690466,Computer Science and Engineering,GNT1H,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",105389,44.0513989,Computer Science and Engineering,GNT2H,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",92176,54.6296296,Computer Science and Engineering,GOPENO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",125118,25.3087578,Computer Science and Engineering,GSCO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",113631,37.1297299,Computer Science and Engineering,GVJO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",102901,46.4499379,Computer Science and Engineering,GNT2O,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",111933,38.992574,Computer Science and Engineering,GOBCO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",116269,35.1345873,Computer Science and Engineering,LNT1O,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",134697,13.6087239,Computer Science and Engineering,LNT3O,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",140228,5.3729884,Electrical Engineering,GOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",136597,11.1520155,Electrical Engineering,LOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",142467,1.6809234,Electrical Engineering,LNT2H,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",142286,1.9827909,Electrical Engineering,GOPENO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",132736,16.2430441,Electrical Engineering,LOPENO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",113996,36.6068088,Electronics and Telecommunication Engg,GOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",143224,0.0188133,Electronics and Telecommunication Engg,GSCH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",127106,23.2280676,Electronics and Telecommunication Engg,GNT1H,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",135985,11.7198075,Electronics and Telecommunication Engg,GNT2H,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",134022,15.0249499,Electronics and Telecommunication Engg,GOBCH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",136023,11.7198075,Electronics and Telecommunication Engg,GOPENO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",141635,3.0928999,Electronics and Telecommunication Engg,LOPENO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",80040,62.4868401,Electronics and Telecommunication Engg,TFWS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",95560,52.2466614,Electronics and Telecommunication Engg,EWS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",140070,6.1050754,Mechanical Engineering,GOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",134257,14.4711178,Mechanical Engineering,LOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",120975,29.9996237,Mechanical Engineering,DEFOPENS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",106338,43.5071268,Mechanical Engineering,EWS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",81080,61.6397637,Artificial Intelligence and Data Science,GOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",125001,25.5459544,Artificial Intelligence and Data Science,GSCH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",99632,49.2213366,Artificial Intelligence and Data Science,GOBCH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",75539,65.107535,Artificial Intelligence and Data Science,LOPENH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",100234,48.9725355,Artificial Intelligence and Data Science,LSCH,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",95130,52.5521047,Artificial Intelligence and Data Science,GOPENO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",135293,13.3162279,Artificial Intelligence and Data Science,GSCO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",107766,42.5955447,Artificial Intelligence and Data Science,GOBCO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",95985,52.2415622,Artificial Intelligence and Data Science,LOPENO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",102551,46.4534231,Artificial Intelligence and Data Science,LSCO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",126530,24.0591998,Artificial Intelligence and Data Science,LNT2O,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",131407,18.2192293,Artificial Intelligence and Data Science,LOBCO,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",128987,21.2207239,Artificial Intelligence and Data Science,DEFOPENS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",38236,84.2081516,Artificial Intelligence and Data Science,TFWS,I,2024
"Yashoda Technical Campus, Wadhe, Satara.",61481,73.1851907,Artificial Intelligence and Data Science,EWS,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",140571,5.003542,Civil Engineering,GOPENH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",53380,76.9213416,Computer Engineering,GOPENH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",105234,44.476613,Computer Engineering,GSCH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",113816,36.6068088,Computer Engineering,GVJH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",58421,74.8671904,Computer Engineering,GOBCH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",50019,78.5775598,Computer Engineering,LOPENH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",38857,83.6387222,Computer Engineering,GOPENO,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",55043,76.2843676,Computer Engineering,GSCO,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",46451,80.2375547,Computer Engineering,GOBCO,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",38799,83.878077,Computer Engineering,LOPENO,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",82597,60.9799222,Computer Engineering,DEFOPENS,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",37070,84.4681938,Computer Engineering,TFWS,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",51375,78.067557,Computer Engineering,EWS,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",97341,50.6107355,Electronics and Telecommunication Engg,GOPENH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",109183,41.1609401,Electronics and Telecommunication Engg,GNT2H,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",131800,17.7025465,Electronics and Telecommunication Engg,GNT3H,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",100626,48.0589023,Electronics and Telecommunication Engg,GOBCH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",93116,53.8156961,Electronics and Telecommunication Engg,LOPENH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",97911,50.2663166,Electronics and Telecommunication Engg,GSCH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",129047,20.9352787,Electronics and Telecommunication Engg,LSCH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",119317,31.7228694,Electronics and Telecommunication Engg,DEFOPENS,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",72681,66.8171727,Electronics and Telecommunication Engg,TFWS,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",71530,67.5703113,Electronics and Telecommunication Engg,EWS,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",142100,2.3315484,Mechanical Engineering,GOPENH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",56433,75.340282,Mechanical Engineering,GOPENO,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",80545,61.6881259,Artificial Intelligence and Machine Learning,GOPENH,I,2024
"Sahyadri Valley College of Engineering & Technology, Rajuri, Pune.",83203,60.750409,Artificial Intelligence and Machine Learning,GNT2H,I,2024
